,Price,Reservation date,Room type,Hotel name
1858,25.5,2023-05-11,,Hotel C
1859,36.9,2023-05-11,,
1860,42.8,2023-05-11,Single room,
1861,33.9,2023-05-11,Twin room,
1862,42.5,2023-05-11,Female dorm,Hostel A
1863,336.0,2023-05-11,Luxury suite,Hotel B
1864,34.4,2023-05-10,Twin room,
1865,38.0,2023-05-10,Male dorm,Hostel A
1866,42.5,2023-05-10,Female dorm,Hostel A
1867,37.4,2023-05-10,,
1868,28.0,2023-05-10,Large dorm,Hostel B
1869,192.0,2023-05-10,Studio,Hotel D
1870,27.5,2023-05-10,Single room,Hotel C
1871,43.4,2023-05-10,Single room,
1872,337.0,2023-05-10,Luxury suite,Hotel B
1873,317.0,2023-05-10,Family room,Hotel B
1874,23.7,2023-05-10,,Hotel C
1875,21.8,2023-05-10,Twin room,Hotel C
1876,189.0,2023-05-09,Studio,Hotel D
1877,27.5,2023-05-09,Single room,Hotel C
1878,28.0,2023-05-09,Large dorm,Hostel B
1879,23.7,2023-05-09,,Hotel C
1880,336.0,2023-05-09,Luxury suite,Hotel B
1881,316.0,2023-05-09,Family room,Hotel B
1882,42.5,2023-05-09,Female dorm,Hostel A
1883,43.4,2023-05-09,Single room,
1884,34.4,2023-05-09,Twin room,
1885,21.8,2023-05-09,Twin room,Hotel C
1886,38.0,2023-05-09,Male dorm,Hostel A
1887,37.4,2023-05-09,,
1888,104.0,2023-05-08,Male dorm,Hostel A
1889,32.8,2023-05-08,Twin room,
1890,186.0,2023-05-08,Studio,Hotel D
1891,35.7,2023-05-08,,
1892,33.9,2023-05-08,Single room,Hotel C
1893,28.0,2023-05-08,Large dorm,Hostel B
1894,317.0,2023-05-08,Family room,Hotel B
1895,29.2,2023-05-08,,Hotel C
1896,337.0,2023-05-08,Luxury suite,Hotel B
1897,26.9,2023-05-08,Twin room,Hotel C
1898,125.0,2023-05-08,Female dorm,Hostel A
1899,41.4,2023-05-08,Single room,
1900,318.0,2023-05-07,Family room,Hotel B
1901,161.25,2023-05-07,Female dorm,Hostel A
1902,187.0,2023-05-07,Studio,Hotel D
1903,40.0,2023-05-07,,
1904,26.9,2023-05-07,Twin room,Hotel C
1905,36.8,2023-05-07,Twin room,
1906,33.9,2023-05-07,Single room,Hotel C
1907,29.2,2023-05-07,,Hotel C
1908,338.0,2023-05-07,Luxury suite,Hotel B
1909,133.0,2023-05-07,Male dorm,Hostel A
1910,33.0,2023-05-07,Large dorm,Hostel B
1911,46.4,2023-05-07,Single room,
1912,71.9,2023-05-06,Single room,
1913,32.6,2023-05-06,Single room,Hotel C
1914,62.0,2023-05-06,,
1915,133.0,2023-05-06,Male dorm,Hostel A
1916,340.0,2023-05-06,Luxury suite,Hotel B
1917,320.0,2023-05-06,Family room,Hotel B
1918,25.9,2023-05-06,Twin room,Hotel C
1919,300.0,2023-05-06,Studio,Hotel D
1920,161.25,2023-05-06,Female dorm,Hostel A
1921,28.1,2023-05-06,,Hotel C
1922,48.0,2023-05-06,Large dorm,Hostel B
1923,57.0,2023-05-06,Twin room,
1924,161.25,2023-05-05,Female dorm,Hostel A
1925,319.0,2023-05-05,Family room,Hotel B
1926,133.0,2023-05-05,Male dorm,Hostel A
1927,339.0,2023-05-05,Luxury suite,Hotel B
1928,215.0,2023-05-05,Studio,Hotel D
1929,48.0,2023-05-05,Large dorm,Hostel B
1930,32.6,2023-05-05,Single room,Hotel C
1931,25.9,2023-05-05,Twin room,Hotel C
1932,50.6,2023-05-05,Twin room,
1933,55.0,2023-05-05,,
1934,63.8,2023-05-05,Single room,
1935,28.1,2023-05-05,,Hotel C
1936,336.0,2023-05-04,Luxury suite,Hotel B
1937,114.0,2023-05-04,Male dorm,Hostel A
1938,38.6,2023-05-04,Twin room,
1939,31.0,2023-05-04,Single room,Hotel C
1940,316.0,2023-05-04,Family room,Hotel B
1941,42.0,2023-05-04,,
1942,24.6,2023-05-04,Twin room,Hotel C
1943,48.7,2023-05-04,Single room,
1944,182.0,2023-05-04,Studio,Hotel D
1945,26.7,2023-05-04,,Hotel C
1946,137.5,2023-05-04,Female dorm,Hostel A
1947,30.0,2023-05-04,Large dorm,Hostel B
1948,27.5,2023-05-03,Single room,Hotel C
1949,28.0,2023-05-03,Large dorm,Hostel B
1950,104.0,2023-05-03,Male dorm,Hostel A
1951,35.0,2023-05-03,Twin room,
1952,192.0,2023-05-03,Studio,Hotel D
1953,316.0,2023-05-03,Family room,Hotel B
1954,38.0,2023-05-03,,
1955,23.7,2023-05-03,,Hotel C
1956,21.8,2023-05-03,Twin room,Hotel C
1957,125.0,2023-05-03,Female dorm,Hostel A
1958,44.1,2023-05-03,Single room,
1959,336.0,2023-05-03,Luxury suite,Hotel B
1960,329.0,2023-05-02,Luxury suite,Hotel B
1961,27.5,2023-05-02,Single room,Hotel C
1962,309.0,2023-05-02,Family room,Hotel B
1963,28.0,2023-05-02,Large dorm,Hostel B
1964,41.62,2023-05-02,Male dorm,Hostel A
1965,189.0,2023-05-02,Studio,Hotel D
1966,43.3,2023-05-02,Single room,
1967,23.7,2023-05-02,,Hotel C
1968,21.8,2023-05-02,Twin room,Hotel C
1969,47.03,2023-05-02,Female dorm,Hostel A
1970,37.3,2023-05-02,,
1971,34.3,2023-05-02,Twin room,
1972,329.0,2023-05-01,Luxury suite,Hotel B
1973,28.0,2023-05-01,Large dorm,Hostel B
1974,29.2,2023-05-01,,Hotel C
1975,32.2,2023-05-01,Twin room,
1976,26.9,2023-05-01,Twin room,Hotel C
1977,35.0,2023-05-01,,
1978,309.0,2023-05-01,Family room,Hotel B
1979,33.9,2023-05-01,Single room,Hotel C
1980,53.2,2023-05-01,Male dorm,Hostel A
1981,61.5,2023-05-01,Female dorm,Hostel A
1982,40.6,2023-05-01,Single room,
1983,186.0,2023-05-01,Studio,Hotel D
1984,26.9,2023-04-30,Twin room,Hotel C
1985,283.0,2023-04-30,Luxury suite,Hotel B
1986,32.8,2023-04-30,Twin room,
1987,33.9,2023-04-30,Single room,Hotel C
1988,41.3,2023-04-30,Single room,
1989,188.0,2023-04-30,Studio,Hotel D
1990,263.0,2023-04-30,Family room,Hotel B
1991,29.2,2023-04-30,,Hotel C
1992,52.31,2023-04-30,Female dorm,Hostel A
1993,35.6,2023-04-30,,
1994,28.0,2023-04-30,Large dorm,Hostel B
1995,45.85,2023-04-30,Male dorm,Hostel A
1996,59.93,2023-04-29,Female dorm,Hostel A
1997,28.3,2023-04-29,,Hotel C
1998,40.8,2023-04-29,,
1999,47.3,2023-04-29,Single room,
2000,37.5,2023-04-29,Twin room,
2001,263.0,2023-04-29,Family room,Hotel B
2002,26.0,2023-04-29,Twin room,Hotel C
2003,283.0,2023-04-29,Luxury suite,Hotel B
2004,300.0,2023-04-29,Studio,Hotel D
2005,51.94,2023-04-29,Male dorm,Hostel A
2006,39.0,2023-04-29,Large dorm,Hostel B
2007,32.8,2023-04-29,Single room,Hotel C
2008,50.29,2023-04-28,Male dorm,Hostel A
2009,39.0,2023-04-28,Large dorm,Hostel B
2010,57.86,2023-04-28,Female dorm,Hostel A
2011,27.2,2023-04-28,,Hotel C
2012,31.6,2023-04-28,Single room,Hotel C
2013,283.0,2023-04-28,Luxury suite,Hotel B
2014,40.7,2023-04-28,,
2015,47.2,2023-04-28,Single room,
2016,263.0,2023-04-28,Family room,Hotel B
2017,25.0,2023-04-28,Twin room,Hotel C
2018,37.4,2023-04-28,Twin room,
2019,256.0,2023-04-28,Studio,Hotel D
2020,42.8,2023-04-27,Single room,
2021,42.4,2023-04-27,Male dorm,Hostel A
2022,23.5,2023-04-27,Twin room,Hotel C
2023,29.6,2023-04-27,Single room,Hotel C
2024,263.0,2023-04-27,Family room,Hotel B
2025,30.0,2023-04-27,Large dorm,Hostel B
2026,48.0,2023-04-27,Female dorm,Hostel A
2027,36.9,2023-04-27,,
2028,182.0,2023-04-27,Studio,Hotel D
2029,33.9,2023-04-27,Twin room,
2030,25.5,2023-04-27,,Hotel C
2031,283.0,2023-04-27,Luxury suite,Hotel B
2032,36.9,2023-04-26,,
2033,42.0,2023-04-26,Male dorm,Hostel A
2034,28.0,2023-04-26,Large dorm,Hostel B
2035,23.7,2023-04-26,,Hotel C
2036,263.0,2023-04-26,Family room,Hotel B
2037,42.8,2023-04-26,Single room,
2038,27.5,2023-04-26,Single room,Hotel C
2039,47.5,2023-04-26,Female dorm,Hostel A
2040,182.0,2023-04-26,Studio,Hotel D
2041,283.0,2023-04-26,Luxury suite,Hotel B
2042,21.8,2023-04-26,Twin room,Hotel C
2043,33.9,2023-04-26,Twin room,
2044,47.5,2023-04-25,Female dorm,Hostel A
2045,27.5,2023-04-25,Single room,Hotel C
2046,37.0,2023-04-25,,
2047,23.7,2023-04-25,,Hotel C
2048,263.0,2023-04-25,Family room,Hotel B
2049,283.0,2023-04-25,Luxury suite,Hotel B
2050,34.0,2023-04-25,Twin room,
2051,28.0,2023-04-25,Large dorm,Hostel B
2052,21.8,2023-04-25,Twin room,Hotel C
2053,42.9,2023-04-25,Single room,
2054,42.0,2023-04-25,Male dorm,Hostel A
2055,187.0,2023-04-25,Studio,Hotel D
2056,44.91,2023-04-24,Male dorm,Hostel A
2057,283.0,2023-04-24,Luxury suite,Hotel B
2058,33.2,2023-04-24,Single room,Hotel C
2059,35.7,2023-04-24,,
2060,26.3,2023-04-24,Twin room,Hotel C
2061,41.4,2023-04-24,Single room,
2062,182.0,2023-04-24,Studio,Hotel D
2063,28.6,2023-04-24,,Hotel C
2064,263.0,2023-04-24,Family room,Hotel B
2065,51.14,2023-04-24,Female dorm,Hostel A
2066,28.0,2023-04-24,Large dorm,Hostel B
2067,32.8,2023-04-24,Twin room,
2068,26.3,2023-04-23,Twin room,Hotel C
2069,188.0,2023-04-23,Studio,Hotel D
2070,44.5,2023-04-23,Single room,
2071,28.6,2023-04-23,,Hotel C
2072,30.0,2023-04-23,Large dorm,Hostel B
2073,54.0,2023-04-23,Male dorm,Hostel A
2074,38.4,2023-04-23,,
2075,33.2,2023-04-23,Single room,Hotel C
2076,283.0,2023-04-23,Luxury suite,Hotel B
2077,62.5,2023-04-23,Female dorm,Hostel A
2078,35.3,2023-04-23,Twin room,
2079,263.0,2023-04-23,Family room,Hotel B
2080,78.45,2023-04-22,Female dorm,Hostel A
2081,66.76,2023-04-22,Male dorm,Hostel A
2082,263.0,2023-04-22,Family room,Hotel B
2083,43.2,2023-04-22,,
2084,31.6,2023-04-22,Single room,Hotel C
2085,25.0,2023-04-22,Twin room,Hotel C
2086,45.0,2023-04-22,Large dorm,Hostel B
2087,27.2,2023-04-22,,Hotel C
2088,39.7,2023-04-22,Twin room,
2089,283.0,2023-04-22,Luxury suite,Hotel B
2090,300.0,2023-04-22,Studio,Hotel D
2091,50.1,2023-04-22,Single room,
2092,40.8,2023-04-21,Twin room,
2093,263.0,2023-04-21,Family room,Hotel B
2094,31.6,2023-04-21,Single room,Hotel C
2095,44.4,2023-04-21,,
2096,283.0,2023-04-21,Luxury suite,Hotel B
2097,51.5,2023-04-21,Single room,
2098,53.03,2023-04-21,Male dorm,Hostel A
2099,27.2,2023-04-21,,Hotel C
2100,257.0,2023-04-21,Studio,Hotel D
2101,45.0,2023-04-21,Large dorm,Hostel B
2102,25.0,2023-04-21,Twin room,Hotel C
2103,61.29,2023-04-21,Female dorm,Hostel A
2104,56.25,2023-04-20,Female dorm,Hostel A
2105,29.6,2023-04-20,Single room,Hotel C
2106,25.5,2023-04-20,,Hotel C
2107,49.0,2023-04-20,Male dorm,Hostel A
2108,30.0,2023-04-20,Large dorm,Hostel B
2109,23.5,2023-04-20,Twin room,Hotel C
2110,38.8,2023-04-20,,
2111,35.7,2023-04-20,Twin room,
2112,45.0,2023-04-20,Single room,
2113,194.0,2023-04-20,Studio,Hotel D
2114,283.0,2023-04-20,Luxury suite,Hotel B
2115,263.0,2023-04-20,Family room,Hotel B
2116,36.4,2023-04-19,,
2117,27.5,2023-04-19,Single room,Hotel C
2118,28.0,2023-04-19,Large dorm,Hostel B
2119,21.8,2023-04-19,Twin room,Hotel C
2120,190.0,2023-04-19,Studio,Hotel D
2121,23.7,2023-04-19,,Hotel C
2122,49.0,2023-04-19,Male dorm,Hostel A
2123,283.0,2023-04-19,Luxury suite,Hotel B
2124,263.0,2023-04-19,Family room,Hotel B
2125,56.25,2023-04-19,Female dorm,Hostel A
2126,33.5,2023-04-19,Twin room,
2127,42.2,2023-04-19,Single room,
2128,283.0,2023-04-18,Luxury suite,Hotel B
2129,185.0,2023-04-18,Studio,Hotel D
2130,41.72,2023-04-18,Male dorm,Hostel A
2131,23.7,2023-04-18,,Hotel C
2132,27.5,2023-04-18,Single room,Hotel C
2133,47.15,2023-04-18,Female dorm,Hostel A
2134,263.0,2023-04-18,Family room,Hotel B
2135,41.1,2023-04-18,Single room,
2136,32.6,2023-04-18,Twin room,
2137,28.0,2023-04-18,Large dorm,Hostel B
2138,35.4,2023-04-18,,
2139,21.8,2023-04-18,Twin room,Hotel C
2140,263.0,2023-04-17,Family room,Hotel B
2141,39.85,2023-04-17,Male dorm,Hostel A
2142,187.0,2023-04-17,Studio,Hotel D
2143,28.6,2023-04-17,,Hotel C
2144,28.0,2023-04-17,Large dorm,Hostel B
2145,44.81,2023-04-17,Female dorm,Hostel A
2146,33.2,2023-04-17,Single room,Hotel C
2147,38.6,2023-04-17,Single room,
2148,26.3,2023-04-17,Twin room,Hotel C
2149,33.3,2023-04-17,,
2150,283.0,2023-04-17,Luxury suite,Hotel B
2151,30.6,2023-04-17,Twin room,
2152,33.2,2023-04-16,Single room,Hotel C
2153,33.1,2023-04-16,,
2154,30.5,2023-04-16,Twin room,
2155,229.0,2023-04-16,Family room,Hotel B
2156,38.4,2023-04-16,Single room,
2157,26.3,2023-04-16,Twin room,Hotel C
2158,28.0,2023-04-16,Large dorm,Hostel B
2159,184.0,2023-04-16,Studio,Hotel D
2160,249.0,2023-04-16,Luxury suite,Hotel B
2161,38.0,2023-04-16,Male dorm,Hostel A
2162,28.6,2023-04-16,,Hotel C
2163,42.5,2023-04-16,Female dorm,Hostel A
2164,263.0,2023-04-15,Family room,Hotel B
2165,39.0,2023-04-15,Large dorm,Hostel B
2166,25.0,2023-04-15,Twin room,Hotel C
2167,61.25,2023-04-15,Female dorm,Hostel A
2168,53.0,2023-04-15,Male dorm,Hostel A
2169,45.7,2023-04-15,,
2170,300.0,2023-04-15,Studio,Hotel D
2171,283.0,2023-04-15,Luxury suite,Hotel B
2172,27.2,2023-04-15,,Hotel C
2173,53.0,2023-04-15,Single room,
2174,42.0,2023-04-15,Twin room,
2175,31.6,2023-04-15,Single room,Hotel C
2176,27.2,2023-04-14,,Hotel C
2177,251.0,2023-04-14,Studio,Hotel D
2178,44.8,2023-04-14,,
2179,31.6,2023-04-14,Single room,Hotel C
2180,52.0,2023-04-14,Single room,
2181,56.25,2023-04-14,Female dorm,Hostel A
2182,39.0,2023-04-14,Large dorm,Hostel B
2183,49.0,2023-04-14,Male dorm,Hostel A
2184,263.0,2023-04-14,Family room,Hotel B
2185,283.0,2023-04-14,Luxury suite,Hotel B
2186,25.0,2023-04-14,Twin room,Hotel C
2187,41.2,2023-04-14,Twin room,
2188,29.9,2023-04-13,,Hotel C
2189,196.0,2023-04-13,Studio,Hotel D
2190,283.0,2023-04-13,Luxury suite,Hotel B
2191,27.5,2023-04-13,Twin room,Hotel C
2192,34.7,2023-04-13,Single room,Hotel C
2193,44.7,2023-04-13,Single room,
2194,47.24,2023-04-13,Female dorm,Hostel A
2195,41.79,2023-04-13,Male dorm,Hostel A
2196,30.0,2023-04-13,Large dorm,Hostel B
2197,263.0,2023-04-13,Family room,Hotel B
2198,38.5,2023-04-13,,
2199,35.4,2023-04-13,Twin room,
2200,47.84,2023-04-12,Female dorm,Hostel A
2201,35.7,2023-04-12,,
2202,25.7,2023-04-12,Twin room,Hotel C
2203,27.9,2023-04-12,,Hotel C
2204,283.0,2023-04-12,Luxury suite,Hotel B
2205,42.27,2023-04-12,Male dorm,Hostel A
2206,32.8,2023-04-12,Twin room,
2207,41.4,2023-04-12,Single room,
2208,263.0,2023-04-12,Family room,Hotel B
2209,189.0,2023-04-12,Studio,Hotel D
2210,32.4,2023-04-12,Single room,Hotel C
2211,28.0,2023-04-12,Large dorm,Hostel B
2212,54.0,2023-04-11,Male dorm,Hostel A
2213,62.5,2023-04-11,Female dorm,Hostel A
2214,28.0,2023-04-11,Large dorm,Hostel B
2215,164.0,2023-04-11,Studio,Hotel D
2216,32.1,2023-04-11,Twin room,
2217,263.0,2023-04-11,Family room,Hotel B
2218,31.8,2023-04-11,Single room,Hotel C
2219,283.0,2023-04-11,Luxury suite,Hotel B
2220,27.4,2023-04-11,,Hotel C
2221,34.9,2023-04-11,,
2222,40.5,2023-04-11,Single room,
2223,25.2,2023-04-11,Twin room,Hotel C
2224,25.9,2023-04-10,,Hotel C
2225,283.0,2023-04-10,Luxury suite,Hotel B
2226,263.0,2023-04-10,Family room,Hotel B
2227,163.0,2023-04-10,Studio,Hotel D
2228,23.8,2023-04-10,Twin room,Hotel C
2229,30.0,2023-04-10,Large dorm,Hostel B
2230,62.5,2023-04-10,Female dorm,Hostel A
2231,30.5,2023-04-10,Twin room,
2232,33.2,2023-04-10,,
2233,54.0,2023-04-10,Male dorm,Hostel A
2234,30.0,2023-04-10,Single room,Hotel C
2235,38.5,2023-04-10,Single room,
2236,283.0,2023-04-09,Luxury suite,Hotel B
2237,39.3,2023-04-09,Single room,
2238,263.0,2023-04-09,Family room,Hotel B
2239,30.0,2023-04-09,Large dorm,Hostel B
2240,33.9,2023-04-09,,
2241,220.0,2023-04-09,Studio,Hotel D
2242,25.1,2023-04-09,,Hotel C
2243,45.0,2023-04-09,Female dorm,Hostel A
2244,31.2,2023-04-09,Twin room,
2245,40.0,2023-04-09,Male dorm,Hostel A
2246,29.1,2023-04-09,Single room,Hotel C
2247,23.1,2023-04-09,Twin room,Hotel C
2248,298.0,2023-04-08,Family room,Hotel B
2249,220.0,2023-04-08,Studio,Hotel D
2250,40.4,2023-04-08,Twin room,
2251,43.9,2023-04-08,,
2252,318.0,2023-04-08,Luxury suite,Hotel B
2253,47.0,2023-04-08,Large dorm,Hostel B
2254,50.9,2023-04-08,Single room,
2255,32.8,2023-04-08,Twin room,Hotel C
2256,74.04,2023-04-08,Female dorm,Hostel A
2257,63.23,2023-04-08,Male dorm,Hostel A
2258,35.7,2023-04-08,,Hotel C
2259,41.4,2023-04-08,Single room,Hotel C
2260,27.2,2023-04-07,Twin room,Hotel C
2261,42.9,2023-04-07,,
2262,34.3,2023-04-07,Single room,Hotel C
2263,29.6,2023-04-07,,Hotel C
2264,283.0,2023-04-07,Luxury suite,Hotel B
2265,263.0,2023-04-07,Family room,Hotel B
2266,68.75,2023-04-07,Female dorm,Hostel A
2267,59.0,2023-04-07,Male dorm,Hostel A
2268,220.0,2023-04-07,Studio,Hotel D
2269,49.8,2023-04-07,Single room,
2270,47.0,2023-04-07,Large dorm,Hostel B
2271,39.5,2023-04-07,Twin room,
2272,26.8,2023-04-06,Single room,Hotel C
2273,30.0,2023-04-06,Large dorm,Hostel B
2274,263.0,2023-04-06,Family room,Hotel B
2275,21.3,2023-04-06,Twin room,Hotel C
2276,23.1,2023-04-06,,Hotel C
2277,44.9,2023-04-06,Single room,
2278,56.0,2023-04-06,Male dorm,Hostel A
2279,38.7,2023-04-06,,
2280,163.0,2023-04-06,Studio,Hotel D
2281,283.0,2023-04-06,Luxury suite,Hotel B
2282,35.6,2023-04-06,Twin room,
2283,65.0,2023-04-06,Female dorm,Hostel A
2284,263.0,2023-04-05,Family room,Hotel B
2285,43.54,2023-04-05,Female dorm,Hostel A
2286,38.83,2023-04-05,Male dorm,Hostel A
2287,25.1,2023-04-05,Single room,Hotel C
2288,28.0,2023-04-05,Large dorm,Hostel B
2289,36.4,2023-04-05,,
2290,19.9,2023-04-05,Twin room,Hotel C
2291,283.0,2023-04-05,Luxury suite,Hotel B
2292,33.5,2023-04-05,Twin room,
2293,42.2,2023-04-05,Single room,
2294,167.0,2023-04-05,Studio,Hotel D
2295,21.6,2023-04-05,,Hotel C
2296,283.0,2023-04-04,Luxury suite,Hotel B
2297,35.5,2023-04-04,,
2298,19.9,2023-04-04,Twin room,Hotel C
2299,32.7,2023-04-04,Twin room,
2300,25.1,2023-04-04,Single room,Hotel C
2301,41.2,2023-04-04,Single room,
2302,21.6,2023-04-04,,Hotel C
2303,38.76,2023-04-04,Male dorm,Hostel A
2304,164.0,2023-04-04,Studio,Hotel D
2305,43.45,2023-04-04,Female dorm,Hostel A
2306,28.0,2023-04-04,Large dorm,Hostel B
2307,263.0,2023-04-04,Family room,Hotel B
2308,30.5,2023-04-03,Twin room,
2309,164.0,2023-04-03,Studio,Hotel D
2310,38.5,2023-04-03,Single room,
2311,263.0,2023-04-03,Family room,Hotel B
2312,28.0,2023-04-03,Large dorm,Hostel B
2313,30.7,2023-04-03,Single room,Hotel C
2314,24.4,2023-04-03,Twin room,Hotel C
2315,39.6,2023-04-03,Male dorm,Hostel A
2316,26.5,2023-04-03,,Hotel C
2317,33.2,2023-04-03,,
2318,283.0,2023-04-03,Luxury suite,Hotel B
2319,44.5,2023-04-03,Female dorm,Hostel A
2320,38.57,2023-04-02,Male dorm,Hostel A
2321,24.8,2023-04-02,Twin room,Hotel C
2322,217.0,2023-04-02,Family room,Hotel B
2323,27.0,2023-04-02,,Hotel C
2324,38.4,2023-04-02,Single room,
2325,43.21,2023-04-02,Female dorm,Hostel A
2326,30.5,2023-04-02,Twin room,
2327,33.1,2023-04-02,,
2328,237.0,2023-04-02,Luxury suite,Hotel B
2329,164.0,2023-04-02,Studio,Hotel D
2330,31.3,2023-04-02,Single room,Hotel C
2331,32.0,2023-04-02,Large dorm,Hostel B
2332,329.0,2023-04-01,Luxury suite,Hotel B
2333,53.0,2023-04-01,Single room,
2334,28.5,2023-04-01,Single room,Hotel C
2335,24.6,2023-04-01,,Hotel C
2336,47.41,2023-04-01,Male dorm,Hostel A
2337,54.26,2023-04-01,Female dorm,Hostel A
2338,45.7,2023-04-01,,
2339,45.0,2023-04-01,Large dorm,Hostel B
2340,266.0,2023-04-01,Studio,Hotel D
2341,42.0,2023-04-01,Twin room,
2342,309.0,2023-04-01,Family room,Hotel B
2343,22.6,2023-04-01,Twin room,Hotel C
2344,283.0,2023-03-31,Luxury suite,Hotel B
2345,22.6,2023-03-31,Twin room,Hotel C
2346,41.25,2023-03-31,Female dorm,Hostel A
2347,36.0,2023-03-31,Large dorm,Hostel B
2348,263.0,2023-03-31,Family room,Hotel B
2349,46.6,2023-03-31,Single room,
2350,40.2,2023-03-31,,
2351,194.0,2023-03-31,Studio,Hotel D
2352,24.6,2023-03-31,,Hotel C
2353,28.5,2023-03-31,Single room,Hotel C
2354,37.0,2023-03-31,Twin room,
2355,37.0,2023-03-31,Male dorm,Hostel A
2356,37.9,2023-03-30,,
2357,164.0,2023-03-30,Studio,Hotel D
2358,21.3,2023-03-30,Twin room,Hotel C
2359,47.5,2023-03-30,Female dorm,Hostel A
2360,34.9,2023-03-30,Twin room,
2361,26.8,2023-03-30,Single room,Hotel C
2362,283.0,2023-03-30,Luxury suite,Hotel B
2363,263.0,2023-03-30,Family room,Hotel B
2364,29.0,2023-03-30,Large dorm,Hostel B
2365,42.0,2023-03-30,Male dorm,Hostel A
2366,44.0,2023-03-30,Single room,
2367,23.1,2023-03-30,,Hotel C
2368,318.0,2023-03-29,Luxury suite,Hotel B
2369,42.0,2023-03-29,Male dorm,Hostel A
2370,19.9,2023-03-29,Twin room,Hotel C
2371,40.4,2023-03-29,Single room,
2372,32.0,2023-03-29,Twin room,
2373,298.0,2023-03-29,Family room,Hotel B
2374,27.0,2023-03-29,Large dorm,Hostel B
2375,21.6,2023-03-29,,Hotel C
2376,164.0,2023-03-29,Studio,Hotel D
2377,34.8,2023-03-29,,
2378,47.5,2023-03-29,Female dorm,Hostel A
2379,25.1,2023-03-29,Single room,Hotel C
2380,166.0,2023-03-28,Studio,Hotel D
2381,47.5,2023-03-28,Female dorm,Hostel A
2382,42.0,2023-03-28,Male dorm,Hostel A
2383,21.6,2023-03-28,,Hotel C
2384,25.1,2023-03-28,Single room,Hotel C
2385,32.0,2023-03-28,Twin room,
2386,34.8,2023-03-28,,
2387,318.0,2023-03-28,Luxury suite,Hotel B
2388,27.0,2023-03-28,Large dorm,Hostel B
2389,40.4,2023-03-28,Single room,
2390,298.0,2023-03-28,Family room,Hotel B
2391,19.9,2023-03-28,Twin room,Hotel C
2392,283.0,2023-03-27,Luxury suite,Hotel B
2393,32.5,2023-03-27,,
2394,46.0,2023-03-27,Male dorm,Hostel A
2395,263.0,2023-03-27,Family room,Hotel B
2396,27.0,2023-03-27,Large dorm,Hostel B
2397,27.0,2023-03-27,,Hotel C
2398,31.3,2023-03-27,Single room,Hotel C
2399,37.7,2023-03-27,Single room,
2400,29.9,2023-03-27,Twin room,
2401,24.8,2023-03-27,Twin room,Hotel C
2402,52.5,2023-03-27,Female dorm,Hostel A
2403,166.0,2023-03-27,Studio,Hotel D
2404,29.8,2023-03-26,Twin room,
2405,217.0,2023-03-26,Family room,Hotel B
2406,36.89,2023-03-26,Male dorm,Hostel A
2407,41.11,2023-03-26,Female dorm,Hostel A
2408,27.0,2023-03-26,,Hotel C
2409,32.4,2023-03-26,,
2410,37.6,2023-03-26,Single room,
2411,164.0,2023-03-26,Studio,Hotel D
2412,27.0,2023-03-26,Large dorm,Hostel B
2413,237.0,2023-03-26,Luxury suite,Hotel B
2414,24.8,2023-03-26,Twin room,Hotel C
2415,31.3,2023-03-26,Single room,Hotel C
2416,196.0,2023-03-25,Studio,Hotel D
2417,24.6,2023-03-25,,Hotel C
2418,22.6,2023-03-25,Twin room,Hotel C
2419,28.5,2023-03-25,Single room,Hotel C
2420,47.3,2023-03-25,Single room,
2421,37.5,2023-03-25,Twin room,
2422,329.0,2023-03-25,Luxury suite,Hotel B
2423,36.0,2023-03-25,Large dorm,Hostel B
2424,40.8,2023-03-25,,
2425,309.0,2023-03-25,Family room,Hotel B
2426,55.0,2023-03-25,Female dorm,Hostel A
2427,48.0,2023-03-25,Male dorm,Hostel A
2428,46.4,2023-03-24,Single room,
2429,24.6,2023-03-24,,Hotel C
2430,28.5,2023-03-24,Single room,Hotel C
2431,40.0,2023-03-24,,
2432,283.0,2023-03-24,Luxury suite,Hotel B
2433,43.54,2023-03-24,Female dorm,Hostel A
2434,36.8,2023-03-24,Twin room,
2435,263.0,2023-03-24,Family room,Hotel B
2436,38.83,2023-03-24,Male dorm,Hostel A
2437,191.0,2023-03-24,Studio,Hotel D
2438,36.0,2023-03-24,Large dorm,Hostel B
2439,22.6,2023-03-24,Twin room,Hotel C
2440,31.7,2023-03-23,Twin room,
2441,26.8,2023-03-23,Single room,Hotel C
2442,37.5,2023-03-23,Female dorm,Hostel A
2443,161.0,2023-03-23,Studio,Hotel D
2444,29.0,2023-03-23,Large dorm,Hostel B
2445,283.0,2023-03-23,Luxury suite,Hotel B
2446,40.0,2023-03-23,Single room,
2447,263.0,2023-03-23,Family room,Hotel B
2448,21.3,2023-03-23,Twin room,Hotel C
2449,34.0,2023-03-23,Male dorm,Hostel A
2450,34.5,2023-03-23,,
2451,23.1,2023-03-23,,Hotel C
2452,34.0,2023-03-22,Male dorm,Hostel A
2453,32.0,2023-03-22,,
2454,37.1,2023-03-22,Single room,
2455,298.0,2023-03-22,Family room,Hotel B
2456,25.1,2023-03-22,Single room,Hotel C
2457,318.0,2023-03-22,Luxury suite,Hotel B
2458,21.6,2023-03-22,,Hotel C
2459,19.9,2023-03-22,Twin room,Hotel C
2460,29.4,2023-03-22,Twin room,
2461,37.5,2023-03-22,Female dorm,Hostel A
