UID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp,later_date,Error,Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure,rpm_null
M23846,297.1,307.8,1443.0,123.7,137,0,No Failure,2002-12-10 10:00:00,False,0,0,1,0,0,0,0,False
L56167,297.2,307.9,1580.0,115.6,140,0,No Failure,2002-12-10 11:00:00,False,0,0,1,0,0,0,0,False
L56168,297.2,307.9,1825.0,24.6,142,0,No Failure,2002-12-10 12:00:00,False,0,0,1,0,0,0,0,False
L56169,281.2,307.9,1469.0,48.2,144,0,No Failure,2002-12-10 13:00:00,False,0,0,1,0,0,0,0,False
L56170,297.2,307.9,1493.0,38.4,146,0,No Failure,2002-12-10 14:00:00,False,0,0,1,0,0,0,0,False
M23851,281.3,308.0,1598.0,29.4,148,0,No Failure,2002-12-10 15:00:00,False,0,0,1,0,0,0,0,False
H38406,297.2,307.9,1450.0,37.2,151,0,No Failure,2002-12-10 16:00:00,False,0,0,1,0,0,0,0,False
M23853,297.2,307.9,1632.0,37.5,156,0,No Failure,2002-12-10 17:00:00,False,0,0,1,0,0,0,0,False
M23854,297.1,307.9,1980.0,20.3,159,0,No Failure,2002-12-10 18:00:00,False,0,0,1,0,0,0,0,False
L56175,297.2,308.0,1474.0,43.7,162,0,No Failure,2002-12-10 19:00:00,False,0,0,1,0,0,0,0,False
L56176,297.2,307.9,1540.0,37.1,164,0,No Failure,2002-12-10 20:00:00,False,0,0,1,0,0,0,0,False
M23857,297.1,307.9,1609.0,38.9,166,0,No Failure,2002-12-10 21:00:00,False,0,0,1,0,0,0,0,False
L56178,297.1,308.0,1467.0,42.8,169,0,No Failure,2002-12-10 22:00:00,False,0,0,1,0,0,0,0,False
L56179,297.1,307.9,1492.0,39.4,171,0,No Failure,2002-12-10 23:00:00,False,0,0,1,0,0,0,0,False
L56180,297.0,307.9,1493.0,46.1,173,0,No Failure,2002-12-11 00:00:00,False,0,0,1,0,0,0,0,False
L56181,281.0,307.8,1500.0,39.9,175,0,No Failure,2002-12-11 01:00:00,False,0,0,1,0,0,0,0,False
L56182,297.1,307.8,1477.0,36.6,177,0,No Failure,2002-12-11 02:00:00,False,0,0,1,0,0,0,0,False
L56183,297.1,307.9,1342.0,49.1,179,0,No Failure,2002-12-11 03:00:00,False,0,0,1,0,0,0,0,False
M23864,297.1,307.8,1538.0,34.3,181,0,No Failure,2002-12-11 04:00:00,False,0,0,1,0,0,0,0,False
L56185,297.2,307.9,1337.0,58.1,184,0,No Failure,2002-12-11 05:00:00,False,0,0,1,0,0,0,0,False
L56186,297.3,307.9,1417.0,41.8,186,0,No Failure,2002-12-11 06:00:00,False,0,0,1,0,0,0,0,False
L56187,297.4,308.0,1383.0,46.2,188,0,No Failure,2002-12-11 07:00:00,False,0,0,1,0,0,0,0,False
M23868,297.4,308.0,1440.0,42.4,190,0,No Failure,2002-12-11 08:00:00,False,0,0,1,0,0,0,0,False
L56189,297.3,307.9,1579.0,34.4,193,0,No Failure,2002-12-11 09:00:00,False,0,0,1,0,0,0,0,False
L56190,297.2,307.9,1441.0,40.0,195,0,No Failure,2002-12-11 10:00:00,False,0,0,1,0,0,0,0,False
M23871,297.2,307.9,1530.0,35.9,197,0,No Failure,2002-12-11 11:00:00,False,0,0,1,0,0,0,0,False
L56192,297.2,308.0,1705.0,26.0,200,0,No Failure,2002-12-11 12:00:00,False,0,0,1,0,0,0,0,False
H38427,297.2,308.0,1435.0,43.0,202,0,No Failure,2002-12-11 13:00:00,False,0,0,1,0,0,0,0,False
M23874,297.2,308.1,1340.0,61.3,207,1,Overstrain Failure,2002-12-11 14:00:00,False,0,0,0,1,0,0,0,False
L56195,297.2,308.1,1431.0,49.7,210,1,No Failure,2002-12-11 15:00:00,False,0,0,1,0,0,0,0,False
L56196,297.3,308.2,1396.0,52.7,212,1,Overstrain Failure,2002-12-11 16:00:00,False,0,0,0,1,0,0,0,False
M23877,297.3,308.1,1369.0,52.0,214,0,No Failure,2002-12-11 17:00:00,False,0,0,1,0,0,0,0,False
L56198,297.3,308.1,1615.0,35.4,217,1,Tool Wear Failure,2002-12-11 18:00:00,False,0,0,0,0,0,0,1,False
L56199,297.2,308.1,1662.0,31.3,0,0,No Failure,2002-12-11 19:00:00,False,0,0,1,0,0,0,0,False
L56200,297.3,308.2,1553.0,33.5,2,0,No Failure,2002-12-11 20:00:00,False,0,0,1,0,0,0,0,False
M23881,297.4,308.2,1536.0,34.6,4,0,No Failure,2002-12-11 21:00:00,False,0,0,1,0,0,0,0,False
L56202,297.4,308.3,1548.0,46.6,7,0,No Failure,2002-12-11 22:00:00,False,0,0,1,0,0,0,0,False
L56203,297.4,308.3,1706.0,30.9,9,0,No Failure,2002-12-11 23:00:00,False,0,0,1,0,0,0,0,False
L56204,297.4,308.3,1366.0,45.5,11,0,No Failure,2002-12-12 00:00:00,False,0,0,1,0,0,0,0,False
L56205,297.5,308.4,1440.0,35.9,13,0,No Failure,2002-12-12 01:00:00,False,0,0,1,0,0,0,0,False
M23886,297.5,308.4,1685.0,28.1,15,0,No Failure,2002-12-12 02:00:00,False,0,0,1,0,0,0,0,False
M23887,297.4,308.3,1444.0,44.0,18,0,No Failure,2002-12-12 03:00:00,False,0,0,1,0,0,0,0,False
L56208,297.4,308.3,1395.0,48.7,21,0,No Failure,2002-12-12 04:00:00,False,0,0,1,0,0,0,0,False
L56209,281.4,308.3,1483.0,38.8,23,0,No Failure,2002-12-12 05:00:00,False,0,0,1,0,0,0,0,False
M23890,297.5,308.4,1403.0,124.1,25,0,No Failure,2002-12-12 06:00:00,False,0,0,1,0,0,0,0,False
H38445,297.5,308.4,1793.0,23.9,28,0,Error,2002-12-12 07:00:00,False,1,0,0,0,0,0,0,False
L56212,297.4,308.3,1723.0,28.8,33,0,No Failure,2002-12-12 08:00:00,False,0,0,1,0,0,0,0,False
L56213,297.4,308.2,1386.0,41.0,35,0,No Failure,2002-12-12 09:00:00,False,0,0,1,0,0,0,0,False
H38448,297.4,308.2,1585.0,126.0,37,0,No Failure,2002-12-12 10:00:00,False,0,0,1,0,0,0,0,False
M23895,297.3,308.1,1731.0,27.7,42,0,No Failure,2002-12-12 11:00:00,False,0,0,1,0,0,0,0,False
L56216,297.3,308.3,1519.0,37.7,45,0,No Failure,2002-12-12 12:00:00,False,0,0,1,0,0,0,0,False
L56217,297.3,308.2,1896.0,24.4,47,0,No Failure,2002-12-12 13:00:00,False,0,0,1,0,0,0,0,False
L56218,297.3,308.3,2358.0,14.9,49,0,No Failure,2002-12-12 14:00:00,False,0,0,1,0,0,0,0,False
M23899,297.3,308.3,1341.0,51.9,51,0,No Failure,2002-12-12 15:00:00,False,0,0,1,0,0,0,0,False
L56220,297.3,308.3,1550.0,37.0,54,0,No Failure,2002-12-12 16:00:00,False,0,0,1,0,0,0,0,False
L56221,281.3,308.3,1309.0,61.5,56,0,No Failure,2002-12-12 17:00:00,False,0,0,1,0,0,0,0,False
M23902,297.3,308.4,1599.0,32.9,58,0,No Failure,2002-12-12 18:00:00,False,0,0,1,0,0,0,0,False
L56223,297.4,308.4,1343.0,40.0,61,0,No Failure,2002-12-12 19:00:00,False,0,0,1,0,0,0,0,False
L56224,297.4,308.4,1378.0,39.9,63,0,No Failure,2002-12-12 20:00:00,False,0,0,1,0,0,0,0,False
L56225,297.4,308.4,1603.0,114.4,65,0,No Failure,2002-12-12 21:00:00,False,0,0,1,0,0,0,0,False
L56226,297.4,308.4,1664.0,28.1,67,0,No Failure,2002-12-12 22:00:00,False,0,0,1,0,0,0,0,False
L56227,297.3,308.4,1488.0,37.4,69,0,No Failure,2002-12-12 23:00:00,False,0,0,1,0,0,0,0,False
M23908,297.3,308.4,1370.0,50.5,71,0,No Failure,2002-12-13 00:00:00,False,0,0,1,0,0,0,0,False
L56229,297.3,308.5,1545.0,34.3,74,0,No Failure,2002-12-13 01:00:00,False,0,0,1,0,0,0,0,False
M23910,297.4,308.5,1566.0,31.4,76,0,No Failure,2002-12-13 02:00:00,False,0,0,1,0,0,0,0,False
L56231,297.4,308.6,1820.0,24.6,79,0,No Failure,2002-12-13 03:00:00,False,0,0,1,0,0,0,0,False
M23912,297.4,308.6,1901.0,22.1,81,0,No Failure,2002-12-13 04:00:00,False,0,0,1,0,0,0,0,False
M23913,297.4,308.5,1638.0,32.2,84,0,No Failure,2002-12-13 05:00:00,False,0,0,1,0,0,0,0,False
M23914,297.3,308.4,1521.0,38.2,87,0,No Failure,2002-12-13 06:00:00,False,0,0,1,0,0,0,0,False
H38469,297.3,308.4,1864.0,23.1,90,0,No Failure,2002-12-13 07:00:00,False,0,0,1,0,0,0,0,False
L56236,297.3,308.3,1430.0,41.9,95,0,No Failure,2002-12-13 08:00:00,False,0,0,1,0,0,0,0,False
M23917,297.3,308.4,1686.0,34.5,97,0,No Failure,2002-12-13 09:00:00,False,0,0,1,0,0,0,0,False
M23918,297.2,308.3,1326.0,57.2,100,0,No Failure,2002-12-13 10:00:00,False,0,0,1,0,0,0,0,False
L56239,297.2,308.3,1805.0,25.6,103,0,No Failure,2002-12-13 11:00:00,False,0,0,1,0,0,0,0,False
H38474,297.2,308.3,,45.8,105,0,No Failure,2002-12-13 12:00:00,False,0,0,1,0,0,0,0,True
M23921,297.2,308.4,1863.0,26.0,110,0,No Failure,2002-12-13 13:00:00,False,0,0,1,0,0,0,0,False
L56242,297.2,308.3,1576.0,35.3,113,0,No Failure,2002-12-13 14:00:00,False,0,0,1,0,0,0,0,False
L56243,297.2,308.3,1419.0,119.5,115,0,No Failure,2002-12-13 15:00:00,False,0,0,1,0,0,0,0,False
L56244,297.2,308.4,1833.0,25.2,117,0,No Failure,2002-12-13 16:00:00,False,0,0,1,0,0,0,0,False
H38479,297.2,308.4,2182.0,17.3,119,0,No Failure,2002-12-13 17:00:00,False,0,0,1,0,0,0,0,False
L56246,297.2,308.3,1656.0,30.3,124,0,No Failure,2002-12-13 18:00:00,False,0,0,1,0,0,0,0,False
L56247,297.1,308.2,1351.0,56.6,126,0,No Failure,2002-12-13 19:00:00,False,0,0,1,0,0,0,0,False
H38482,297.1,308.2,1790.0,30.3,128,0,No Failure,2002-12-13 20:00:00,False,0,0,1,0,0,0,0,False
M23929,297.2,308.2,1678.0,28.1,133,0,No Failure,2002-12-13 21:00:00,False,0,0,1,0,0,0,0,False
L56250,297.1,308.2,1427.0,45.2,136,0,No Failure,2002-12-13 22:00:00,False,0,0,1,0,0,0,0,False
L56251,297.0,308.1,1429.0,54.0,138,0,No Failure,2002-12-13 23:00:00,False,0,0,1,0,0,0,0,False
H38486,297.2,308.1,1770.0,27.2,140,0,No Failure,2002-12-14 00:00:00,False,0,0,1,0,0,0,0,False
L56253,297.2,308.1,1689.0,31.2,145,0,No Failure,2002-12-14 01:00:00,False,0,0,1,0,0,0,0,False
M23934,297.2,308.1,1554.0,41.3,147,0,No Failure,2002-12-14 02:00:00,False,0,0,1,0,0,0,0,False
L56255,297.3,308.1,1506.0,36.0,150,0,No Failure,2002-12-14 03:00:00,False,0,0,1,0,0,0,0,False
L56256,297.2,308.1,1474.0,44.3,152,0,No Failure,2002-12-14 04:00:00,False,0,0,1,0,0,0,0,False
L56257,297.3,308.1,1762.0,105.9,154,0,No Failure,2002-12-14 05:00:00,False,0,0,1,0,0,0,0,False
L56258,297.3,308.1,1566.0,35.7,156,0,No Failure,2002-12-14 06:00:00,False,0,0,1,0,0,0,0,False
H38493,297.3,308.1,1554.0,42.4,158,0,No Failure,2002-12-14 07:00:00,False,0,0,1,0,0,0,0,False
L56260,297.2,308.0,1869.0,25.4,163,0,No Failure,2002-12-14 08:00:00,False,0,0,1,0,0,0,0,False
L56261,297.3,308.0,1527.0,114.9,165,0,No Failure,2002-12-14 09:00:00,False,0,0,1,0,0,0,0,False
L56262,297.2,307.9,1309.0,129.4,167,0,No Failure,2002-12-14 10:00:00,False,0,0,1,0,0,0,0,False
M23943,297.2,307.9,1541.0,35.7,169,0,No Failure,2002-12-14 11:00:00,False,0,0,1,0,0,0,0,False
L56264,297.2,307.9,1326.0,75.4,172,1,Power Failure,2002-12-14 12:00:00,False,0,0,0,0,1,0,0,False
H38499,297.1,307.9,1365.0,54.0,174,0,No Failure,2002-12-14 13:00:00,False,0,0,1,0,0,0,0,False
L56266,297.1,307.8,1428.0,43.7,179,0,No Failure,2002-12-14 14:00:00,False,0,0,1,0,0,0,0,False
L56267,297.1,307.8,1681.0,27.6,181,0,No Failure,2002-12-14 15:00:00,False,0,0,1,0,0,0,0,False
M23948,297.1,307.9,1662.0,26.9,183,0,No Failure,2002-12-14 16:00:00,False,0,0,1,0,0,0,0,False
L56269,281.2,307.9,1989.0,20.3,186,0,No Failure,2002-12-14 17:00:00,False,0,0,1,0,0,0,0,False
M23950,297.2,307.9,1747.0,29.0,188,0,No Failure,2002-12-14 18:00:00,False,0,0,1,0,0,0,0,False
M23951,297.2,308.0,1765.0,31.1,191,0,No Failure,2002-12-14 19:00:00,False,0,0,1,0,0,0,0,False
L56272,297.3,308.1,1568.0,34.4,194,0,No Failure,2002-12-14 20:00:00,False,0,0,1,0,0,0,0,False
M23953,297.3,308.1,1709.0,30.6,196,0,No Failure,2002-12-14 21:00:00,False,0,0,1,0,0,0,0,False
M23954,281.3,308.1,1370.0,58.8,199,0,No Failure,2002-12-14 22:00:00,False,0,0,1,0,0,0,0,False
L56275,297.3,308.1,1458.0,45.7,202,0,No Failure,2002-12-14 23:00:00,False,0,0,1,0,0,0,0,False
L56276,297.2,308.1,1712.0,30.9,204,0,No Failure,2002-12-15 00:00:00,False,0,0,1,0,0,0,0,False
L56277,297.3,308.1,1642.0,36.9,206,0,No Failure,2002-12-15 01:00:00,False,0,0,1,0,0,0,0,False
L56278,297.3,308.1,1468.0,49.8,0,0,No Failure,2002-12-15 02:00:00,False,0,0,1,0,0,0,0,False
H38513,297.3,308.1,1477.0,52.3,2,0,No Failure,2002-12-15 03:00:00,False,0,0,1,0,0,0,0,False
L56280,297.3,308.2,1446.0,53.5,7,0,No Failure,2002-12-15 04:00:00,False,0,0,1,0,0,0,0,False
H38515,297.3,308.2,1653.0,31.4,9,0,No Failure,2002-12-15 05:00:00,False,0,0,1,0,0,0,0,False
L56282,297.3,308.3,1494.0,38.2,14,0,No Failure,2002-12-15 06:00:00,False,0,0,1,0,0,0,0,False
L56283,297.3,308.2,1490.0,41.0,16,0,No Failure,2002-12-15 07:00:00,False,0,0,1,0,0,0,0,False
M23964,297.4,308.3,1550.0,47.8,18,0,No Failure,2002-12-15 08:00:00,False,0,0,1,0,0,0,0,False
M23965,297.3,308.2,1677.0,34.9,21,0,No Failure,2002-12-15 09:00:00,False,0,0,1,0,0,0,0,False
L56286,297.4,308.3,1854.0,21.8,24,0,No Failure,2002-12-15 10:00:00,False,0,0,1,0,0,0,0,False
M23967,297.5,308.5,1662.0,30.3,26,0,No Failure,2002-12-15 11:00:00,False,0,0,1,0,0,0,0,False
M23968,297.5,308.6,1440.0,38.8,29,0,No Failure,2002-12-15 12:00:00,False,0,0,1,0,0,0,0,False
L56289,297.5,308.6,1513.0,39.7,32,0,No Failure,2002-12-15 13:00:00,False,0,0,1,0,0,0,0,False
M23970,281.6,308.6,1389.0,49.0,34,0,No Failure,2002-12-15 14:00:00,False,0,0,1,0,0,0,0,False
L56291,297.6,308.6,1351.0,51.0,37,0,No Failure,2002-12-15 15:00:00,False,0,0,1,0,0,0,0,False
M23972,297.6,308.6,1482.0,38.3,39,0,No Failure,2002-12-15 16:00:00,False,0,0,1,0,0,0,0,False
L56293,297.6,308.6,1744.0,28.5,42,0,No Failure,2002-12-15 17:00:00,False,0,0,1,0,0,0,0,False
L56294,297.6,308.7,1476.0,39.0,44,0,No Failure,2002-12-15 18:00:00,False,0,0,1,0,0,0,0,False
M23975,297.6,308.6,1444.0,48.2,46,0,No Failure,2002-12-15 19:00:00,False,0,0,1,0,0,0,0,False
H38530,297.6,308.7,1659.0,32.1,49,0,No Failure,2002-12-15 20:00:00,False,0,0,1,0,0,0,0,False
M23977,297.6,308.7,1475.0,46.6,54,0,No Failure,2002-12-15 21:00:00,False,0,0,1,0,0,0,0,False
L56298,297.6,308.6,1526.0,42.1,57,0,No Failure,2002-12-15 22:00:00,False,0,0,1,0,0,0,0,False
M23979,297.4,308.4,1675.0,29.5,59,0,No Failure,2002-12-15 23:00:00,False,0,0,1,0,0,0,0,False
L56300,297.4,308.4,1525.0,38.7,62,0,No Failure,2002-12-16 00:00:00,False,0,0,1,0,0,0,0,False
L56301,297.3,308.3,1396.0,45.9,64,0,Error,2002-12-16 01:00:00,False,1,0,0,0,0,0,0,False
L56302,297.4,308.4,1580.0,41.2,66,0,No Failure,2002-12-16 02:00:00,False,0,0,1,0,0,0,0,False
L56303,297.4,308.5,1462.0,42.8,68,0,No Failure,2002-12-16 03:00:00,False,0,0,1,0,0,0,0,False
L56304,297.4,308.4,1426.0,50.4,70,0,No Failure,2002-12-16 04:00:00,False,0,0,1,0,0,0,0,False
L56305,297.4,308.5,1569.0,34.2,72,0,No Failure,2002-12-16 05:00:00,False,0,0,1,0,0,0,0,False
L56306,297.4,308.5,1477.0,40.7,74,0,No Failure,2002-12-16 06:00:00,False,0,0,1,0,0,0,0,False
L56307,297.4,308.5,1761.0,27.2,76,0,No Failure,2002-12-16 07:00:00,False,0,0,1,0,0,0,0,False
M23988,297.5,308.6,1486.0,45.9,78,0,No Failure,2002-12-16 08:00:00,False,0,0,1,0,0,0,0,False
L56309,297.6,308.6,1664.0,30.1,81,0,No Failure,2002-12-16 09:00:00,False,0,0,1,0,0,0,0,False
L56310,297.6,308.6,1576.0,32.7,83,0,No Failure,2002-12-16 10:00:00,False,0,0,1,0,0,0,0,False
H38545,297.6,308.6,1463.0,46.7,85,0,No Failure,2002-12-16 11:00:00,False,0,0,1,0,0,0,0,False
M23992,297.6,308.6,1585.0,42.0,90,0,No Failure,2002-12-16 12:00:00,False,0,0,1,0,0,0,0,False
L56313,297.7,308.7,1479.0,45.7,93,0,No Failure,2002-12-16 13:00:00,False,0,0,1,0,0,0,0,False
L56314,297.7,308.7,1449.0,40.2,95,0,No Failure,2002-12-16 14:00:00,False,0,0,1,0,0,0,0,False
H38549,297.7,308.8,1404.0,50.3,97,0,No Failure,2002-12-16 15:00:00,False,0,0,1,0,0,0,0,False
L56316,297.7,308.7,1694.0,29.1,102,0,No Failure,2002-12-16 16:00:00,False,0,0,1,0,0,0,0,False
L56317,297.7,308.7,1731.0,28.4,104,0,No Failure,2002-12-16 17:00:00,False,0,0,1,0,0,0,0,False
L56318,297.6,308.6,1522.0,37.0,106,0,No Failure,2002-12-16 18:00:00,False,0,0,1,0,0,0,0,False
L56319,297.5,308.5,1536.0,36.9,108,0,No Failure,2002-12-16 19:00:00,False,0,0,1,0,0,0,0,False
L56320,297.5,308.5,1373.0,39.9,110,0,No Failure,2002-12-16 20:00:00,False,0,0,1,0,0,0,0,False
L56321,297.5,308.5,1597.0,36.4,112,0,No Failure,2002-12-16 21:00:00,False,0,0,1,0,0,0,0,False
L56322,297.6,308.5,1678.0,34.2,114,0,No Failure,2002-12-16 22:00:00,False,0,0,1,0,0,0,0,False
L56323,297.6,308.5,1452.0,42.6,116,0,No Failure,2002-12-16 23:00:00,False,0,0,1,0,0,0,0,False
M24004,297.5,308.5,1447.0,41.6,118,0,No Failure,2002-12-17 00:00:00,False,0,0,1,0,0,0,0,False
L56325,297.6,308.5,1574.0,37.1,121,0,No Failure,2002-12-17 01:00:00,False,0,0,1,0,0,0,0,False
L56326,297.6,308.6,1528.0,40.0,123,0,No Failure,2002-12-17 02:00:00,False,0,0,1,0,0,0,0,False
L56327,297.7,308.7,1688.0,27.2,125,0,No Failure,2002-12-17 03:00:00,False,0,0,1,0,0,0,0,False
L56328,297.6,308.6,1393.0,40.4,127,0,No Failure,2002-12-17 04:00:00,False,0,0,1,0,0,0,0,False
M24009,297.5,308.6,1429.0,50.5,129,0,No Failure,2002-12-17 05:00:00,False,0,0,1,0,0,0,0,False
M24010,297.5,308.6,1347.0,57.0,132,0,No Failure,2002-12-17 06:00:00,False,0,0,1,0,0,0,0,False
L56331,297.6,308.6,1553.0,40.5,135,0,No Failure,2002-12-17 07:00:00,False,0,0,1,0,0,0,0,False
L56332,297.5,308.6,1260.0,53.6,137,0,No Failure,2002-12-17 08:00:00,False,0,0,1,0,0,0,0,False
L56333,297.5,308.6,1546.0,33.8,139,0,No Failure,2002-12-17 09:00:00,False,0,0,1,0,0,0,0,False
L56334,281.5,308.6,1596.0,36.0,141,0,No Failure,2002-12-17 10:00:00,False,0,0,1,0,0,0,0,False
L56335,297.5,308.5,1340.0,57.4,143,0,No Failure,2002-12-17 11:00:00,False,0,0,1,0,0,0,0,False
M24016,297.5,308.4,1369.0,54.8,145,0,No Failure,2002-12-17 12:00:00,False,0,0,1,0,0,0,0,False
L56337,297.5,308.5,1462.0,52.3,148,0,No Failure,2002-12-17 13:00:00,False,0,0,1,0,0,0,0,False
H38572,297.4,308.4,1487.0,46.2,150,0,No Failure,2002-12-17 14:00:00,False,0,0,1,0,0,0,0,False
M24019,297.5,308.6,1510.0,35.5,155,0,No Failure,2002-12-17 15:00:00,False,0,0,1,0,0,0,0,False
H38574,297.5,308.5,1671.0,28.0,158,0,No Failure,2002-12-17 16:00:00,False,0,0,1,0,0,0,0,False
M24021,297.5,308.5,1612.0,30.0,163,0,No Failure,2002-12-17 17:00:00,False,0,0,1,0,0,0,0,False
M24022,297.6,308.6,1509.0,39.7,166,0,No Failure,2002-12-17 18:00:00,False,0,0,1,0,0,0,0,False
L56343,297.6,308.6,1415.0,47.3,169,0,No Failure,2002-12-17 19:00:00,False,0,0,1,0,0,0,0,False
L56344,297.6,308.6,2384.0,14.4,171,0,No Failure,2002-12-17 20:00:00,False,0,0,1,0,0,0,0,False
L56345,297.6,308.6,1326.0,142.2,173,0,No Failure,2002-12-17 21:00:00,False,0,0,1,0,0,0,0,False
M24026,297.6,308.6,1390.0,53.4,175,0,No Failure,2002-12-17 22:00:00,False,0,0,1,0,0,0,0,False
M24027,297.6,308.7,1392.0,41.2,178,0,No Failure,2002-12-17 23:00:00,False,0,0,1,0,0,0,0,False
H38582,297.6,308.8,1385.0,44.4,181,0,No Failure,2002-12-18 00:00:00,False,0,0,1,0,0,0,0,False
L56349,297.7,308.8,1896.0,24.5,186,0,No Failure,2002-12-18 01:00:00,False,0,0,1,0,0,0,0,False
L56350,297.7,308.7,1474.0,46.8,188,0,No Failure,2002-12-18 02:00:00,False,0,0,1,0,0,0,0,False
M24031,281.7,308.8,1388.0,45.6,190,0,No Failure,2002-12-18 03:00:00,False,0,0,1,0,0,0,0,False
L56352,297.7,308.9,1715.0,27.2,193,0,No Failure,2002-12-18 04:00:00,False,0,0,1,0,0,0,0,False
H38587,297.8,308.9,1650.0,32.2,195,0,No Failure,2002-12-18 05:00:00,False,0,0,1,0,0,0,0,False
L56354,297.8,308.9,1871.0,25.6,200,1,Tool Wear Failure,2002-12-18 06:00:00,False,0,0,0,0,0,0,1,False
L56355,297.8,309.0,1403.0,64.2,0,1,Power Failure,2002-12-18 07:00:00,False,0,0,0,0,1,0,0,False
L56356,281.8,308.9,1518.0,40.4,2,0,No Failure,2002-12-18 08:00:00,False,0,0,1,0,0,0,0,False
L56357,297.9,309.1,1504.0,43.0,4,0,No Failure,2002-12-18 09:00:00,False,0,0,1,0,0,0,0,False
L56358,297.8,309.0,1340.0,56.9,6,0,No Failure,2002-12-18 10:00:00,False,0,0,1,0,0,0,0,False
H38593,297.9,309.1,1435.0,44.7,8,0,No Failure,2002-12-18 11:00:00,False,0,0,1,0,0,0,0,False
L56360,297.9,309.1,1507.0,36.9,13,0,No Failure,2002-12-18 12:00:00,False,0,0,1,0,0,0,0,False
L56361,297.9,309.1,1521.0,36.1,15,0,No Failure,2002-12-18 13:00:00,False,0,0,1,0,0,0,0,False
M24042,281.8,309.0,1576.0,45.0,17,0,No Failure,2002-12-18 14:00:00,False,0,0,1,0,0,0,0,False
L56363,297.9,309.1,1543.0,36.6,20,0,No Failure,2002-12-18 15:00:00,False,0,0,1,0,0,0,0,False
L56364,298.0,309.2,1665.0,36.6,22,0,No Failure,2002-12-18 16:00:00,False,0,0,1,0,0,0,0,False
L56365,297.9,309.1,1442.0,50.3,24,0,No Failure,2002-12-18 17:00:00,False,0,0,1,0,0,0,0,False
L56366,297.9,309.0,1629.0,29.0,26,0,No Failure,2002-12-18 18:00:00,False,0,0,1,0,0,0,0,False
L56367,297.9,309.0,1379.0,47.3,28,0,No Failure,2002-12-18 19:00:00,False,0,0,1,0,0,0,0,False
L56368,297.9,309.0,1502.0,40.2,30,0,No Failure,2002-12-18 20:00:00,False,0,0,1,0,0,0,0,False
L56369,297.9,309.1,1595.0,32.0,32,0,No Failure,2002-12-18 21:00:00,False,0,0,1,0,0,0,0,False
M24050,298.0,309.0,1439.0,38.5,34,0,No Failure,2002-12-18 22:00:00,False,0,0,1,0,0,0,0,False
M24051,297.9,309.0,1970.0,21.6,37,0,No Failure,2002-12-18 23:00:00,False,0,0,1,0,0,0,0,False
L56372,297.9,309.0,1562.0,35.8,40,0,No Failure,2002-12-19 00:00:00,False,0,0,1,0,0,0,0,False
M24053,297.9,309.0,1530.0,40.9,42,0,No Failure,2002-12-19 01:00:00,False,0,0,1,0,0,0,0,False
L56374,297.9,308.9,1393.0,40.6,45,0,No Failure,2002-12-19 02:00:00,False,0,0,1,0,0,0,0,False
L56375,297.9,309.0,1532.0,37.6,47,0,No Failure,2002-12-19 03:00:00,False,0,0,1,0,0,0,0,False
L56376,298.0,308.9,1607.0,37.7,49,0,No Failure,2002-12-19 04:00:00,False,0,0,1,0,0,0,0,False
M24057,297.9,308.8,1469.0,49.0,51,0,No Failure,2002-12-19 05:00:00,False,0,0,1,0,0,0,0,False
M24058,297.9,308.8,1538.0,37.6,54,0,No Failure,2002-12-19 06:00:00,False,0,0,1,0,0,0,0,False
L56379,297.9,308.8,1613.0,31.4,57,0,No Failure,2002-12-19 07:00:00,False,0,0,1,0,0,0,0,False
M24060,297.9,308.8,1602.0,32.1,59,0,No Failure,2002-12-19 08:00:00,False,0,0,1,0,0,0,0,False
L56381,297.8,308.7,1404.0,44.2,62,0,No Failure,2002-12-19 09:00:00,False,0,0,1,0,0,0,0,False
L56382,297.8,308.8,1548.0,36.9,64,0,No Failure,2002-12-19 10:00:00,False,0,0,1,0,0,0,0,False
L56383,297.8,308.8,1559.0,35.2,66,0,No Failure,2002-12-19 11:00:00,False,0,0,1,0,0,0,0,False
L56384,297.8,308.8,1621.0,115.9,68,0,No Failure,2002-12-19 12:00:00,False,0,0,1,0,0,0,0,False
L56385,297.8,308.8,1579.0,32.9,70,0,No Failure,2002-12-19 13:00:00,False,0,0,1,0,0,0,0,False
M24066,297.9,308.9,1547.0,44.0,72,0,No Failure,2002-12-19 14:00:00,False,0,0,1,0,0,0,0,False
L56387,297.9,308.8,1386.0,48.6,75,0,Error,2002-12-19 15:00:00,False,1,0,0,0,0,0,0,False
L56388,298.0,308.9,1406.0,40.9,77,0,No Failure,2002-12-19 16:00:00,False,0,0,1,0,0,0,0,False
M24069,298.0,309.0,1393.0,55.9,79,0,No Failure,2002-12-19 17:00:00,False,0,0,1,0,0,0,0,False
M24070,297.9,309.0,2456.0,13.9,82,0,No Failure,2002-12-19 18:00:00,False,0,0,1,0,0,0,0,False
M24071,298.0,309.0,1409.0,49.1,85,0,No Failure,2002-12-19 19:00:00,False,0,0,1,0,0,0,0,False
L56392,298.0,308.9,1390.0,53.9,88,0,No Failure,2002-12-19 20:00:00,False,0,0,1,0,0,0,0,False
